team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.868,0.115,0.016,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,0.478,0.282,0.156,0.045,0.022,0.01,0.003,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.302,0.331,0.193,0.101,0.044,0.015,0.011,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKC,0.154,0.226,0.272,0.159,0.084,0.047,0.022,0.02,0.006,0.008,0.002,0.0,0.0,0.0,0.0
PHI,0.113,0.584,0.201,0.07,0.021,0.007,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAC,0.049,0.101,0.171,0.238,0.145,0.097,0.081,0.041,0.036,0.024,0.011,0.006,0.0,0.0,0.0
MIL,0.018,0.204,0.384,0.183,0.104,0.06,0.027,0.014,0.005,0.001,0.0,0.0,0.0,0.0,0.0
HOU,0.005,0.017,0.052,0.082,0.125,0.143,0.134,0.139,0.11,0.098,0.068,0.026,0.001,0.0,0.0
NOP,0.005,0.015,0.052,0.102,0.144,0.138,0.157,0.121,0.114,0.08,0.053,0.019,0.0,0.0,0.0
DAL,0.004,0.01,0.027,0.063,0.144,0.136,0.123,0.133,0.125,0.112,0.08,0.04,0.003,0.0,0.0
PHO,0.002,0.006,0.021,0.045,0.071,0.103,0.118,0.131,0.139,0.173,0.132,0.056,0.003,0.0,0.0
IND,0.001,0.012,0.068,0.117,0.138,0.176,0.189,0.154,0.083,0.04,0.015,0.007,0.0,0.0,0.0
SAC,0.001,0.008,0.036,0.116,0.118,0.143,0.135,0.128,0.132,0.086,0.081,0.015,0.001,0.0,0.0
NYK,0.0,0.027,0.08,0.174,0.208,0.164,0.155,0.116,0.05,0.018,0.007,0.001,0.0,0.0,0.0
ORL,0.0,0.022,0.088,0.137,0.165,0.178,0.168,0.146,0.06,0.027,0.008,0.001,0.0,0.0,0.0
MIA,0.0,0.019,0.067,0.147,0.162,0.158,0.184,0.151,0.07,0.034,0.008,0.0,0.0,0.0,0.0
CLE,0.0,0.016,0.094,0.163,0.173,0.192,0.144,0.12,0.066,0.024,0.004,0.004,0.0,0.0,0.0
LAL,0.0,0.003,0.011,0.033,0.059,0.087,0.106,0.132,0.145,0.143,0.191,0.084,0.006,0.0,0.0
GSW,0.0,0.001,0.009,0.015,0.041,0.074,0.092,0.11,0.137,0.179,0.202,0.128,0.012,0.0,0.0
ATL,0.0,0.001,0.002,0.005,0.01,0.035,0.052,0.118,0.232,0.216,0.166,0.155,0.007,0.001,0.0
BRK,0.0,0.0,0.0,0.002,0.006,0.015,0.041,0.074,0.191,0.22,0.245,0.199,0.007,0.0,0.0
CHI,0.0,0.0,0.0,0.001,0.007,0.007,0.018,0.05,0.115,0.204,0.275,0.306,0.016,0.001,0.0
TOR,0.0,0.0,0.0,0.001,0.005,0.008,0.019,0.056,0.128,0.215,0.261,0.29,0.017,0.0,0.0
UTA,0.0,0.0,0.0,0.001,0.003,0.007,0.018,0.039,0.054,0.094,0.16,0.531,0.091,0.002,0.0
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.019,0.089,0.763,0.112,0.013
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.01,0.037,0.785,0.141,0.026
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.098,0.624,0.271
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.087,0.514,0.398
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.343,0.576
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.262,0.716
