team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.822,0.16,0.012,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHI,0.15,0.612,0.155,0.042,0.023,0.012,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIL,0.015,0.111,0.304,0.224,0.144,0.091,0.052,0.034,0.016,0.008,0.001,0.0,0.0,0.0,0.0
ORL,0.005,0.059,0.218,0.236,0.165,0.12,0.086,0.054,0.03,0.022,0.004,0.001,0.0,0.0,0.0
NYK,0.003,0.022,0.101,0.152,0.178,0.166,0.13,0.117,0.077,0.037,0.015,0.002,0.0,0.0,0.0
CLE,0.003,0.021,0.113,0.136,0.201,0.163,0.14,0.103,0.066,0.036,0.014,0.004,0.0,0.0,0.0
IND,0.002,0.004,0.037,0.068,0.106,0.136,0.158,0.158,0.145,0.102,0.057,0.027,0.0,0.0,0.0
MIA,0.0,0.009,0.04,0.081,0.099,0.147,0.16,0.167,0.139,0.097,0.05,0.01,0.001,0.0,0.0
BRK,0.0,0.001,0.014,0.041,0.043,0.099,0.138,0.167,0.183,0.193,0.095,0.026,0.0,0.0,0.0
ATL,0.0,0.001,0.006,0.014,0.034,0.05,0.094,0.127,0.194,0.218,0.165,0.094,0.003,0.0,0.0
CHI,0.0,0.0,0.0,0.002,0.001,0.004,0.008,0.02,0.054,0.103,0.263,0.462,0.083,0.0,0.0
TOR,0.0,0.0,0.0,0.001,0.003,0.012,0.033,0.048,0.095,0.181,0.319,0.269,0.038,0.001,0.0
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.016,0.098,0.715,0.138,0.029
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.071,0.426,0.498
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.089,0.435,0.473
