team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.825,0.157,0.015,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHI,0.152,0.562,0.164,0.072,0.029,0.013,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIL,0.011,0.109,0.299,0.223,0.139,0.091,0.062,0.033,0.019,0.008,0.004,0.002,0.0,0.0,0.0
ORL,0.006,0.08,0.207,0.196,0.156,0.126,0.093,0.067,0.044,0.02,0.005,0.0,0.0,0.0,0.0
NYK,0.004,0.042,0.121,0.16,0.183,0.15,0.138,0.079,0.068,0.033,0.018,0.004,0.0,0.0,0.0
CLE,0.001,0.025,0.082,0.138,0.165,0.158,0.147,0.122,0.09,0.049,0.017,0.006,0.0,0.0,0.0
IND,0.001,0.009,0.05,0.078,0.122,0.129,0.15,0.17,0.125,0.098,0.049,0.017,0.002,0.0,0.0
MIA,0.0,0.011,0.035,0.064,0.101,0.137,0.152,0.15,0.153,0.117,0.063,0.015,0.002,0.0,0.0
BRK,0.0,0.004,0.022,0.047,0.069,0.109,0.124,0.153,0.168,0.163,0.103,0.038,0.0,0.0,0.0
ATL,0.0,0.001,0.003,0.018,0.029,0.063,0.086,0.136,0.195,0.192,0.166,0.104,0.007,0.0,0.0
TOR,0.0,0.0,0.002,0.001,0.004,0.021,0.034,0.066,0.085,0.175,0.31,0.264,0.037,0.001,0.0
CHI,0.0,0.0,0.0,0.0,0.003,0.003,0.01,0.02,0.052,0.143,0.237,0.443,0.086,0.003,0.0
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.027,0.101,0.722,0.126,0.021
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.063,0.423,0.509
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.081,0.447,0.47
