team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MIN,0.678,0.195,0.072,0.029,0.013,0.006,0.002,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.168,0.344,0.18,0.118,0.084,0.042,0.028,0.015,0.014,0.004,0.002,0.001,0.0,0.0,0.0
OKC,0.069,0.158,0.196,0.157,0.121,0.094,0.071,0.059,0.032,0.024,0.018,0.001,0.0,0.0,0.0
LAC,0.029,0.08,0.131,0.125,0.13,0.134,0.116,0.09,0.066,0.064,0.033,0.002,0.0,0.0,0.0
HOU,0.026,0.068,0.112,0.127,0.128,0.11,0.113,0.108,0.097,0.067,0.043,0.001,0.0,0.0,0.0
SAC,0.013,0.037,0.06,0.094,0.109,0.128,0.13,0.119,0.116,0.101,0.082,0.01,0.001,0.0,0.0
DAL,0.008,0.044,0.067,0.117,0.097,0.118,0.114,0.114,0.114,0.102,0.096,0.009,0.0,0.0,0.0
NOP,0.005,0.013,0.04,0.052,0.069,0.091,0.127,0.123,0.136,0.169,0.166,0.009,0.0,0.0,0.0
LAL,0.003,0.037,0.081,0.088,0.103,0.117,0.099,0.125,0.12,0.122,0.095,0.008,0.002,0.0,0.0
PHO,0.001,0.018,0.045,0.073,0.091,0.093,0.11,0.139,0.139,0.136,0.141,0.014,0.0,0.0,0.0
GSW,0.0,0.006,0.016,0.02,0.054,0.067,0.086,0.102,0.157,0.193,0.246,0.05,0.003,0.0,0.0
UTA,0.0,0.0,0.0,0.0,0.001,0.0,0.004,0.003,0.007,0.017,0.071,0.691,0.166,0.031,0.009
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.152,0.528,0.212,0.1
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.167,0.391,0.411
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.133,0.366,0.48
