team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.751,0.181,0.048,0.014,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,0.654,0.162,0.073,0.046,0.021,0.022,0.012,0.006,0.004,0.0,0.0,0.0,0.0,0.0,0.0
PHI,0.177,0.468,0.184,0.076,0.053,0.017,0.016,0.005,0.003,0.001,0.0,0.0,0.0,0.0,0.0
DEN,0.144,0.276,0.191,0.131,0.084,0.064,0.045,0.031,0.011,0.018,0.005,0.0,0.0,0.0,0.0
OKC,0.075,0.17,0.155,0.127,0.116,0.103,0.08,0.073,0.046,0.034,0.017,0.003,0.001,0.0,0.0
MIL,0.033,0.114,0.195,0.179,0.155,0.118,0.072,0.059,0.042,0.02,0.013,0.0,0.0,0.0,0.0
LAL,0.032,0.084,0.104,0.14,0.125,0.116,0.106,0.083,0.093,0.062,0.05,0.004,0.001,0.0,0.0
SAC,0.021,0.044,0.076,0.087,0.098,0.088,0.124,0.133,0.112,0.117,0.082,0.012,0.006,0.0,0.0
PHO,0.02,0.059,0.096,0.102,0.122,0.125,0.102,0.125,0.089,0.089,0.057,0.011,0.003,0.0,0.0
HOU,0.019,0.068,0.082,0.101,0.102,0.134,0.117,0.103,0.112,0.083,0.064,0.013,0.002,0.0,0.0
ORL,0.018,0.083,0.195,0.187,0.134,0.142,0.092,0.062,0.056,0.025,0.005,0.001,0.0,0.0,0.0
LAC,0.012,0.057,0.082,0.103,0.116,0.099,0.134,0.105,0.114,0.084,0.074,0.017,0.002,0.001,0.0
DAL,0.011,0.05,0.09,0.083,0.09,0.106,0.106,0.116,0.123,0.125,0.078,0.019,0.003,0.0,0.0
CLE,0.009,0.051,0.123,0.15,0.155,0.129,0.124,0.116,0.077,0.043,0.017,0.006,0.0,0.0,0.0
NYK,0.007,0.043,0.086,0.14,0.14,0.156,0.139,0.134,0.07,0.057,0.02,0.007,0.001,0.0,0.0
GSW,0.006,0.022,0.026,0.045,0.068,0.07,0.097,0.118,0.14,0.184,0.177,0.039,0.007,0.001,0.0
NOP,0.006,0.008,0.025,0.035,0.055,0.07,0.075,0.1,0.14,0.163,0.238,0.07,0.013,0.002,0.0
IND,0.003,0.042,0.086,0.103,0.118,0.142,0.145,0.128,0.108,0.064,0.05,0.011,0.0,0.0,0.0
BRK,0.001,0.004,0.034,0.066,0.076,0.097,0.122,0.154,0.152,0.139,0.106,0.046,0.003,0.0,0.0
ATL,0.001,0.001,0.006,0.023,0.033,0.058,0.082,0.109,0.166,0.222,0.179,0.109,0.01,0.001,0.0
MIA,0.0,0.011,0.042,0.061,0.111,0.121,0.156,0.149,0.15,0.11,0.069,0.018,0.002,0.0,0.0
TOR,0.0,0.002,0.001,0.001,0.017,0.012,0.036,0.062,0.115,0.205,0.273,0.235,0.04,0.0,0.001
CHI,0.0,0.0,0.0,0.0,0.005,0.006,0.015,0.021,0.057,0.11,0.239,0.411,0.128,0.008,0.0
UTA,0.0,0.0,0.0,0.0,0.002,0.002,0.001,0.003,0.011,0.031,0.112,0.504,0.24,0.076,0.018
MEM,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.004,0.005,0.01,0.039,0.232,0.418,0.223,0.066
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.004,0.029,0.144,0.673,0.12,0.025
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.046,0.18,0.406,0.363
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.03,0.124,0.291,0.553
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.088,0.514,0.389
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.055,0.357,0.585
