team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.787,0.169,0.031,0.007,0.002,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHI,0.159,0.483,0.19,0.075,0.052,0.023,0.01,0.004,0.003,0.001,0.0,0.0,0.0,0.0,0.0
MIL,0.022,0.109,0.208,0.187,0.146,0.108,0.082,0.07,0.036,0.025,0.006,0.001,0.0,0.0,0.0
ORL,0.01,0.083,0.176,0.169,0.155,0.14,0.092,0.073,0.059,0.029,0.011,0.003,0.0,0.0,0.0
IND,0.008,0.03,0.072,0.115,0.14,0.13,0.137,0.14,0.117,0.065,0.033,0.011,0.002,0.0,0.0
CLE,0.006,0.051,0.138,0.146,0.149,0.134,0.134,0.095,0.061,0.052,0.029,0.005,0.0,0.0,0.0
NYK,0.006,0.045,0.086,0.14,0.151,0.151,0.141,0.1,0.087,0.061,0.025,0.006,0.001,0.0,0.0
MIA,0.002,0.015,0.059,0.084,0.087,0.109,0.147,0.152,0.158,0.103,0.067,0.017,0.0,0.0,0.0
BRK,0.0,0.011,0.026,0.046,0.072,0.114,0.115,0.162,0.143,0.16,0.105,0.041,0.005,0.0,0.0
ATL,0.0,0.004,0.009,0.024,0.032,0.053,0.09,0.118,0.179,0.206,0.174,0.102,0.009,0.0,0.0
TOR,0.0,0.0,0.005,0.006,0.01,0.032,0.04,0.062,0.115,0.182,0.298,0.212,0.034,0.003,0.001
CHI,0.0,0.0,0.0,0.001,0.004,0.005,0.01,0.02,0.041,0.108,0.218,0.468,0.115,0.008,0.002
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.008,0.034,0.121,0.68,0.127,0.026
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.092,0.481,0.419
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.062,0.381,0.552
