team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MIN,0.629,0.202,0.09,0.033,0.026,0.013,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.219,0.335,0.18,0.108,0.061,0.041,0.028,0.016,0.005,0.004,0.003,0.0,0.0,0.0,0.0
OKC,0.056,0.149,0.172,0.142,0.124,0.123,0.072,0.059,0.046,0.028,0.022,0.007,0.0,0.0,0.0
LAC,0.032,0.062,0.124,0.128,0.114,0.124,0.107,0.104,0.092,0.065,0.044,0.004,0.0,0.0,0.0
LAL,0.02,0.058,0.088,0.109,0.144,0.135,0.119,0.095,0.093,0.079,0.051,0.009,0.0,0.0,0.0
HOU,0.013,0.053,0.093,0.114,0.124,0.104,0.121,0.121,0.092,0.087,0.063,0.015,0.0,0.0,0.0
PHO,0.013,0.038,0.076,0.086,0.103,0.109,0.128,0.124,0.13,0.101,0.073,0.016,0.003,0.0,0.0
SAC,0.007,0.046,0.072,0.094,0.09,0.116,0.103,0.124,0.126,0.106,0.093,0.021,0.002,0.0,0.0
DAL,0.007,0.033,0.06,0.106,0.103,0.099,0.128,0.12,0.114,0.109,0.097,0.022,0.002,0.0,0.0
NOP,0.002,0.018,0.032,0.056,0.067,0.083,0.113,0.127,0.134,0.183,0.143,0.039,0.002,0.001,0.0
GSW,0.002,0.006,0.012,0.024,0.042,0.052,0.07,0.1,0.153,0.192,0.268,0.072,0.006,0.001,0.0
UTA,0.0,0.0,0.001,0.0,0.002,0.001,0.005,0.009,0.014,0.037,0.126,0.577,0.18,0.042,0.006
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.009,0.016,0.172,0.502,0.231,0.069
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.02,0.114,0.303,0.562
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.189,0.422,0.363
