team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.843,0.141,0.01,0.004,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,0.688,0.175,0.067,0.034,0.013,0.014,0.005,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0
DEN,0.16,0.348,0.184,0.109,0.078,0.057,0.031,0.019,0.008,0.005,0.001,0.0,0.0,0.0,0.0
PHI,0.136,0.614,0.145,0.063,0.027,0.01,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKC,0.074,0.194,0.19,0.159,0.108,0.078,0.064,0.054,0.041,0.021,0.016,0.001,0.0,0.0,0.0
LAC,0.031,0.085,0.118,0.152,0.127,0.115,0.127,0.084,0.077,0.042,0.039,0.003,0.0,0.0,0.0
SAC,0.014,0.039,0.075,0.087,0.109,0.114,0.105,0.106,0.12,0.118,0.1,0.011,0.002,0.0,0.0
MIL,0.012,0.129,0.331,0.201,0.132,0.097,0.053,0.03,0.01,0.003,0.002,0.0,0.0,0.0,0.0
HOU,0.011,0.039,0.093,0.118,0.137,0.123,0.106,0.118,0.099,0.089,0.056,0.011,0.0,0.0,0.0
DAL,0.008,0.032,0.077,0.094,0.108,0.105,0.126,0.112,0.131,0.101,0.093,0.013,0.0,0.0,0.0
LAL,0.007,0.036,0.086,0.081,0.105,0.11,0.113,0.113,0.128,0.124,0.087,0.01,0.0,0.0,0.0
PHO,0.005,0.027,0.053,0.071,0.084,0.103,0.113,0.132,0.12,0.136,0.135,0.02,0.001,0.0,0.0
ORL,0.004,0.051,0.201,0.215,0.186,0.115,0.105,0.061,0.035,0.017,0.008,0.001,0.001,0.0,0.0
NYK,0.002,0.025,0.088,0.143,0.15,0.175,0.143,0.111,0.088,0.046,0.02,0.009,0.0,0.0,0.0
NOP,0.002,0.018,0.04,0.064,0.073,0.102,0.108,0.142,0.122,0.143,0.163,0.022,0.001,0.0,0.0
IND,0.002,0.007,0.044,0.097,0.104,0.115,0.152,0.169,0.136,0.113,0.047,0.014,0.0,0.0,0.0
MIA,0.001,0.007,0.048,0.059,0.119,0.15,0.17,0.152,0.145,0.082,0.053,0.014,0.0,0.0,0.0
CLE,0.0,0.023,0.11,0.163,0.168,0.152,0.12,0.111,0.088,0.049,0.01,0.006,0.0,0.0,0.0
GSW,0.0,0.007,0.017,0.031,0.057,0.078,0.101,0.114,0.14,0.19,0.219,0.041,0.005,0.0,0.0
BRK,0.0,0.003,0.016,0.04,0.073,0.108,0.131,0.158,0.199,0.154,0.09,0.027,0.001,0.0,0.0
ATL,0.0,0.0,0.006,0.011,0.03,0.054,0.079,0.136,0.171,0.22,0.193,0.094,0.006,0.0,0.0
TOR,0.0,0.0,0.001,0.004,0.01,0.017,0.033,0.048,0.089,0.197,0.312,0.261,0.028,0.0,0.0
UTA,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.005,0.013,0.027,0.078,0.662,0.177,0.029,0.006
CHI,0.0,0.0,0.0,0.0,0.0,0.007,0.01,0.022,0.037,0.115,0.255,0.486,0.064,0.003,0.001
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.01,0.083,0.726,0.145,0.03
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.012,0.169,0.551,0.191,0.074
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.126,0.396,0.458
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.137,0.384,0.462
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.097,0.412,0.487
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.077,0.44,0.482
