team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.794,0.15,0.03,0.019,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,0.435,0.207,0.133,0.094,0.048,0.037,0.017,0.016,0.009,0.004,0.0,0.0,0.0,0.0,0.0
DEN,0.222,0.236,0.147,0.119,0.094,0.065,0.046,0.035,0.022,0.007,0.007,0.0,0.0,0.0,0.0
OKC,0.134,0.173,0.158,0.149,0.101,0.084,0.074,0.034,0.046,0.026,0.017,0.004,0.0,0.0,0.0
PHI,0.102,0.357,0.193,0.129,0.075,0.061,0.044,0.024,0.009,0.004,0.002,0.0,0.0,0.0,0.0
PHO,0.063,0.109,0.146,0.135,0.14,0.102,0.094,0.08,0.054,0.037,0.031,0.007,0.002,0.0,0.0
DAL,0.063,0.072,0.107,0.104,0.106,0.128,0.094,0.104,0.086,0.066,0.057,0.011,0.002,0.0,0.0
MIL,0.036,0.14,0.149,0.156,0.131,0.119,0.087,0.082,0.045,0.043,0.01,0.002,0.0,0.0,0.0
NYK,0.026,0.072,0.152,0.139,0.142,0.143,0.106,0.088,0.07,0.04,0.016,0.006,0.0,0.0,0.0
ORL,0.024,0.112,0.182,0.146,0.156,0.122,0.087,0.065,0.051,0.041,0.012,0.002,0.0,0.0,0.0
SAC,0.02,0.049,0.066,0.072,0.1,0.11,0.116,0.127,0.12,0.096,0.099,0.017,0.008,0.0,0.0
HOU,0.02,0.048,0.075,0.073,0.109,0.118,0.122,0.109,0.113,0.112,0.081,0.018,0.002,0.0,0.0
LAC,0.015,0.021,0.034,0.058,0.066,0.082,0.095,0.127,0.14,0.156,0.164,0.033,0.007,0.002,0.0
LAL,0.011,0.04,0.071,0.077,0.079,0.096,0.109,0.116,0.122,0.141,0.106,0.03,0.001,0.001,0.0
CLE,0.01,0.063,0.101,0.128,0.119,0.113,0.142,0.114,0.106,0.067,0.028,0.009,0.0,0.0,0.0
GSW,0.01,0.02,0.028,0.065,0.08,0.082,0.105,0.13,0.137,0.15,0.136,0.045,0.011,0.001,0.0
NOP,0.007,0.025,0.035,0.053,0.075,0.094,0.12,0.106,0.126,0.15,0.138,0.061,0.009,0.0,0.001
MIA,0.004,0.055,0.091,0.116,0.126,0.144,0.127,0.115,0.111,0.062,0.037,0.01,0.002,0.0,0.0
IND,0.004,0.031,0.066,0.08,0.102,0.13,0.146,0.129,0.135,0.095,0.061,0.018,0.003,0.0,0.0
ATL,0.0,0.016,0.026,0.052,0.075,0.084,0.11,0.144,0.153,0.166,0.13,0.036,0.006,0.002,0.0
TOR,0.0,0.003,0.007,0.014,0.037,0.049,0.074,0.119,0.147,0.21,0.225,0.086,0.021,0.007,0.001
BRK,0.0,0.001,0.003,0.02,0.029,0.031,0.065,0.103,0.146,0.187,0.255,0.124,0.028,0.006,0.002
CHI,0.0,0.0,0.0,0.001,0.001,0.004,0.012,0.013,0.024,0.072,0.144,0.456,0.193,0.063,0.017
UTA,0.0,0.0,0.0,0.001,0.001,0.002,0.006,0.013,0.013,0.038,0.11,0.383,0.296,0.097,0.04
MEM,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.003,0.011,0.017,0.047,0.282,0.375,0.182,0.08
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.007,0.043,0.134,0.374,0.333,0.103
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.006,0.034,0.106,0.313,0.411,0.129
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.004,0.056,0.161,0.365,0.413
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.053,0.126,0.352,0.466
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.011,0.06,0.178,0.748
