team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.852,0.131,0.013,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,0.7,0.178,0.066,0.03,0.014,0.008,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.143,0.339,0.198,0.144,0.078,0.038,0.025,0.017,0.011,0.006,0.001,0.0,0.0,0.0,0.0
PHI,0.128,0.589,0.179,0.057,0.033,0.007,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKC,0.069,0.177,0.183,0.134,0.121,0.082,0.082,0.058,0.049,0.033,0.01,0.002,0.0,0.0,0.0
LAC,0.03,0.083,0.14,0.155,0.13,0.109,0.117,0.079,0.081,0.044,0.029,0.003,0.0,0.0,0.0
SAC,0.02,0.035,0.078,0.074,0.111,0.12,0.112,0.137,0.114,0.103,0.089,0.007,0.0,0.0,0.0
MIL,0.013,0.149,0.359,0.182,0.127,0.082,0.044,0.029,0.01,0.003,0.002,0.0,0.0,0.0,0.0
HOU,0.011,0.061,0.095,0.108,0.118,0.116,0.117,0.117,0.089,0.087,0.075,0.005,0.001,0.0,0.0
DAL,0.011,0.042,0.091,0.088,0.116,0.11,0.106,0.114,0.119,0.108,0.084,0.011,0.0,0.0,0.0
LAL,0.009,0.039,0.058,0.099,0.106,0.124,0.127,0.112,0.106,0.112,0.1,0.008,0.0,0.0,0.0
PHO,0.005,0.027,0.036,0.07,0.078,0.105,0.115,0.135,0.122,0.132,0.159,0.016,0.0,0.0,0.0
CLE,0.003,0.017,0.091,0.159,0.191,0.152,0.127,0.128,0.069,0.047,0.013,0.003,0.0,0.0,0.0
ORL,0.002,0.071,0.189,0.236,0.169,0.131,0.085,0.059,0.033,0.022,0.002,0.0,0.001,0.0,0.0
NOP,0.002,0.013,0.038,0.057,0.08,0.103,0.118,0.142,0.149,0.139,0.136,0.022,0.001,0.0,0.0
MIA,0.001,0.011,0.037,0.081,0.128,0.154,0.158,0.166,0.12,0.081,0.054,0.009,0.0,0.0,0.0
IND,0.001,0.006,0.03,0.072,0.099,0.15,0.158,0.151,0.144,0.125,0.043,0.021,0.0,0.0,0.0
NYK,0.0,0.022,0.086,0.164,0.165,0.159,0.139,0.127,0.081,0.037,0.014,0.006,0.0,0.0,0.0
GSW,0.0,0.006,0.017,0.041,0.048,0.083,0.078,0.086,0.15,0.201,0.231,0.054,0.005,0.0,0.0
BRK,0.0,0.004,0.011,0.028,0.058,0.097,0.157,0.153,0.2,0.16,0.099,0.032,0.001,0.0,0.0
ATL,0.0,0.0,0.003,0.015,0.025,0.051,0.094,0.121,0.17,0.258,0.162,0.094,0.007,0.0,0.0
TOR,0.0,0.0,0.002,0.001,0.003,0.014,0.023,0.046,0.119,0.158,0.327,0.279,0.028,0.0,0.0
CHI,0.0,0.0,0.0,0.002,0.001,0.003,0.009,0.019,0.053,0.105,0.27,0.459,0.074,0.005,0.0
UTA,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.009,0.033,0.08,0.653,0.18,0.033,0.008
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.014,0.094,0.724,0.135,0.028
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.006,0.179,0.531,0.209,0.072
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.138,0.342,0.492
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.144,0.416,0.428
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.076,0.411,0.511
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.089,0.449,0.461
