team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.865,0.109,0.02,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHI,0.084,0.388,0.22,0.128,0.081,0.049,0.023,0.017,0.006,0.004,0.0,0.0,0.0,0.0,0.0
MIL,0.02,0.149,0.166,0.177,0.145,0.108,0.099,0.064,0.037,0.026,0.006,0.003,0.0,0.0,0.0
NYK,0.015,0.109,0.145,0.135,0.14,0.141,0.102,0.091,0.053,0.05,0.014,0.004,0.0,0.001,0.0
MIA,0.007,0.073,0.125,0.128,0.139,0.119,0.144,0.108,0.068,0.049,0.034,0.006,0.0,0.0,0.0
ORL,0.006,0.075,0.118,0.144,0.139,0.146,0.104,0.109,0.077,0.051,0.024,0.007,0.0,0.0,0.0
CLE,0.002,0.053,0.096,0.128,0.133,0.146,0.125,0.104,0.089,0.081,0.037,0.006,0.0,0.0,0.0
IND,0.001,0.03,0.066,0.079,0.103,0.125,0.137,0.16,0.15,0.084,0.05,0.014,0.001,0.0,0.0
ATL,0.0,0.011,0.03,0.048,0.069,0.083,0.127,0.138,0.182,0.135,0.128,0.037,0.009,0.003,0.0
BRK,0.0,0.003,0.009,0.013,0.029,0.035,0.07,0.097,0.169,0.197,0.225,0.118,0.03,0.005,0.0
TOR,0.0,0.0,0.005,0.014,0.018,0.044,0.063,0.092,0.134,0.219,0.241,0.117,0.045,0.008,0.0
CHI,0.0,0.0,0.0,0.002,0.003,0.003,0.006,0.018,0.03,0.07,0.179,0.397,0.207,0.078,0.007
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.014,0.032,0.143,0.335,0.379,0.093
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.02,0.029,0.142,0.323,0.384,0.099
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.05,0.142,0.801
